小区标识,所属eNodeB标识,天线方向角,经度,纬度,距离(米),B经度,B纬度
126.460454.32,460454,180,104.210245,30.545315,500,,
126.460454.33,460454,300,104.210245,30.545315,500,,
126.460454.34,460454,60,104.210245,30.545315,500,,
126.460454.35,460454,180,104.210245,30.545315,500,,
126.460454.36,460454,300,104.210245,30.545315,500,,
126.460455.31,460455,30,104.193342,30.546528,500,,
126.460455.32,460455,140,104.193342,30.546528,500,,
126.460455.33,460455,280,104.193342,30.546528,500,,
126.460470.31,460470,60,104.163373,30.549293,500,,
126.460470.32,460470,180,104.163373,30.549293,500,,
126.460470.33,460470,300,104.163373,30.549293,500,,
126.460472.1,460472,60,104.27453,30.581558,500,,
126.460472.2,460472,0,104.27453,30.581558,500,,
126.460472.3,460472,0,104.27453,30.581558,500,,
126.460472.31,460472,60,104.274513,30.581408,500,,
126.460472.32,460472,0,104.274513,30.581408,500,,
126.460472.33,460472,0,104.274513,30.581408,500,,
126.460472.35,460472,,104.27453,30.581558,500,,
126.460472.36,460472,,104.27453,30.581558,500,,
126.460473.3,460473,300,104.186268,30.824241,500,,
126.460473.31,460473,0,104.186297,30.824202,500,,
126.460473.32,460473,0,104.186297,30.824202,500,,
126.460473.33,460473,300,104.186297,30.824202,500,,
126.460474.31,460474,30,103.879125,30.699575,500,,
126.460474.32,460474,180,103.879125,30.699575,500,,
126.460474.33,460474,310,103.879125,30.699575,500,,
126.460475.1,460475,60,104.18335,30.82682,500,,
126.460475.2,460475,0,104.18335,30.82682,500,,
126.460475.3,460475,0,104.18335,30.82682,500,,
126.460475.31,460475,60,104.183543,30.826902,500,,
126.460475.32,460475,0,104.183543,30.826902,500,,
126.460475.33,460475,0,104.183543,30.826902,500,,
126.460475.34,460475,,104.18335,30.82682,500,,
126.460475.35,460475,,104.18335,30.82682,500,,
126.460475.36,460475,,104.18335,30.82682,500,,
126.460480.31,460480,60,104.11736,30.78756,500,,
126.460480.32,460480,180,104.11736,30.78756,500,,
126.460480.33,460480,300,104.11736,30.78756,500,,
126.460481.31,460481,60,104.15277,30.572448,500,,
126.460481.32,460481,180,104.15277,30.572448,500,,
126.460481.33,460481,300,104.15277,30.572448,500,,
126.460482.1,460482,60,104.22188,30.55174,500,,
126.460482.31,460482,60,104.22195,30.55177,500,,
126.460482.32,460482,0,104.22195,30.55177,500,,
126.460482.33,460482,0,104.22195,30.55177,500,,
126.460482.34,460482,60,104.22195,30.55177,500,,
126.460482.35,460482,0,104.22195,30.55177,500,,
126.460482.36,460482,0,104.22195,30.55177,500,,
126.460483.31,460483,90,103.96578,30.599425,500,,
126.460483.32,460483,170,103.96578,30.599425,500,,
126.460483.33,460483,300,103.96578,30.599425,500,,
126.460564.2,460564,180,104.196,30.567,500,,
126.460564.31,460564,0,104.196,30.567,500,,
126.460564.32,460564,180,104.196,30.567,500,,
126.460564.33,460564,0,104.196,30.567,500,,
126.460564.34,460564,0,104.196,30.567,500,,
126.460564.35,460564,180,104.196,30.567,500,,
126.460564.36,460564,0,104.196,30.567,500,,
126.460565.31,460565,60,104.195328,30.56983,500,,
126.460565.32,460565,180,104.195328,30.56983,500,,
126.460565.33,460565,300,104.195328,30.56983,500,,
126.460565.34,460565,60,104.195328,30.56983,500,,
126.460565.35,460565,180,104.195328,30.56983,500,,
126.460565.36,460565,300,104.195328,30.56983,500,,
126.460566.1,460566,,104.20056,30.564694,500,,
126.460566.2,460566,180,104.20056,30.564694,500,,
126.460566.3,460566,,104.20056,30.564694,500,,
126.460566.31,460566,0,104.20056,30.564694,500,,
126.460566.32,460566,180,104.20056,30.564694,500,,
126.460566.33,460566,0,104.20056,30.564694,500,,
126.460566.35,460566,,104.20056,30.564694,500,,
126.460568.31,460568,60,104.24797,30.545513,500,,
126.460568.32,460568,180,104.24797,30.545513,500,,
126.460568.33,460568,300,104.24797,30.545513,500,,
126.460570.31,460570,30,104.246895,30.534807,500,,
126.460570.32,460570,150,104.246895,30.534807,500,,
126.460570.33,460570,270,104.246895,30.534807,500,,
126.460571.31,460571,60,104.301265,30.59031,500,,
126.460571.32,460571,180,104.301265,30.59031,500,,
126.460571.33,460571,300,104.301265,30.59031,500,,
126.460572.31,460572,60,104.235013,30.548865,500,,
126.460572.32,460572,180,104.235013,30.548865,500,,
126.460572.33,460572,300,104.235013,30.548865,500,,
126.460572.34,460572,60,104.235013,30.548865,500,,
126.460572.35,460572,180,104.235013,30.548865,500,,
126.460572.36,460572,300,104.235013,30.548865,500,,
126.460573.31,460573,60,104.191962,30.584887,500,,
126.460573.32,460573,180,104.191962,30.584887,500,,
126.460573.33,460573,300,104.191962,30.584887,500,,
126.460574.31,460574,90,104.27654,30.6009,500,,
126.460574.32,460574,270,104.27654,30.6009,500,,
126.460575.31,460575,60,104.18157,30.56993,500,,
126.460575.32,460575,180,104.18157,30.56993,500,,
126.460575.33,460575,300,104.18157,30.56993,500,,
126.460576.31,460576,60,104.251932,30.553213,500,,
126.460576.32,460576,180,104.251932,30.553213,500,,
126.460576.33,460576,300,104.251932,30.553213,500,,
126.460577.3,460577,250,104.29557,30.57667,500,,
126.460577.31,460577,0,104.29569,30.576693,500,,
126.460577.32,460577,0,104.29569,30.576693,500,,
126.460577.33,460577,250,104.29569,30.576693,500,,
126.460578.31,460578,60,104.30403,30.58125,500,,
126.460578.32,460578,180,104.30403,30.58125,500,,
126.460578.33,460578,300,104.30403,30.58125,500,,
126.460579.31,460579,60,104.244042,30.58131,500,,
126.460579.32,460579,180,104.244042,30.58131,500,,
126.460579.33,460579,300,104.244042,30.58131,500,,
126.460579.34,460579,60,104.244042,30.58131,500,,
126.460579.35,460579,180,104.244042,30.58131,500,,
126.460579.36,460579,300,104.244042,30.58131,500,,
126.460581.31,460581,10,104.214941,30.655925,500,,
126.460581.32,460581,170,104.214941,30.655925,500,,
126.460581.33,460581,260,104.214941,30.655925,500,,
126.460582.31,460582,50,104.243193,30.524832,500,,
126.460582.32,460582,180,104.243193,30.524832,500,,
126.460582.33,460582,260,104.243193,30.524832,500,,
126.460584.31,460584,60,104.218368,30.576758,500,,
126.460584.32,460584,180,104.218368,30.576758,500,,
126.460584.33,460584,300,104.218368,30.576758,500,,
126.460584.34,460584,60,104.218368,30.576758,500,,
126.460584.35,460584,180,104.218368,30.576758,500,,
126.460584.36,460584,300,104.218368,30.576758,500,,
126.460585.31,460585,60,104.293892,30.586852,500,,
126.460585.32,460585,180,104.293892,30.586852,500,,
126.460585.33,460585,350,104.293892,30.586852,500,,
126.460586.1,460586,,104.300216,30.597447,500,,
126.460586.2,460586,,104.300216,30.597447,500,,
126.460586.3,460586,,104.300216,30.597447,500,,
126.460586.31,460586,60,104.300198,30.597457,500,,
126.460586.32,460586,180,104.300198,30.597457,500,,
126.460586.33,460586,300,104.300198,30.597457,500,,
126.460613.31,460613,60,103.979157,30.786377,500,,
126.460613.32,460613,180,103.979157,30.786377,500,,
126.460613.33,460613,300,103.979157,30.786377,500,,
126.460614.31,460614,60,103.967368,30.80159,500,,
126.460614.32,460614,180,103.967368,30.80159,500,,
126.460614.33,460614,300,103.967368,30.80159,500,,
126.460661.31,460661,30,103.912137,30.553738,500,,
126.460661.32,460661,150,103.912137,30.553738,500,,
126.460661.33,460661,270,103.912137,30.553738,500,,
126.460662.31,460662,60,103.93685,30.61315,500,,
126.460662.32,460662,180,103.93685,30.61315,500,,
126.460662.33,460662,300,103.93685,30.61315,500,,
126.460663.31,460663,60,103.91586,30.624635,500,,
126.460663.32,460663,180,103.91586,30.624635,500,,
126.460663.33,460663,300,103.91586,30.624635,500,,
126.460664.31,460664,60,104.10528,30.568537,500,,
126.460664.32,460664,200,104.10528,30.568537,500,,
126.460664.33,460664,300,104.10528,30.568537,500,,
126.460665.31,460665,60,104.095179,30.564938,500,,
126.460665.32,460665,180,104.095179,30.564938,500,,
126.460665.33,460665,300,104.095179,30.564938,500,,
126.460665.34,460665,60,104.095179,30.564938,500,,
126.460665.35,460665,180,104.095179,30.564938,500,,
126.460665.36,460665,300,104.095179,30.564938,500,,
126.460666.31,460666,60,103.888,30.6826,500,,
126.460666.32,460666,180,103.888,30.6826,500,,
126.460666.33,460666,300,103.888,30.6826,500,,
126.460679.31,460679,60,103.897463,30.70025,500,,
126.460679.32,460679,110,103.897463,30.70025,500,,
126.460679.33,460679,270,103.897463,30.70025,500,,
126.460682.31,460682,60,104.1395,30.82395,500,,
126.460682.32,460682,180,104.1395,30.82395,500,,
126.460682.33,460682,300,104.1395,30.82395,500,,
126.460684.31,460684,60,104.16312,30.812424,500,,
126.460684.32,460684,180,104.16312,30.812424,500,,
126.460684.33,460684,300,104.16312,30.812424,500,,
126.460685.31,460685,60,104.152592,30.791495,500,,
126.460685.32,460685,180,104.152592,30.791495,500,,
126.460685.33,460685,300,104.152592,30.791495,500,,
126.460686.31,460686,60,104.118267,30.800133,500,,
126.460686.32,460686,180,104.118267,30.800133,500,,
126.460686.33,460686,300,104.118267,30.800133,500,,
126.460687.31,460687,60,104.147537,30.819893,500,,
126.460687.32,460687,180,104.147537,30.819893,500,,
126.460687.33,460687,300,104.147537,30.819893,500,,
126.460688.31,460688,60,104.15501,30.837332,500,,
126.460688.32,460688,180,104.15501,30.837332,500,,
126.460688.33,460688,300,104.15501,30.837332,500,,
126.460689.31,460689,60,104.153229,30.817402,500,,
126.460689.32,460689,180,104.153229,30.817402,500,,
126.460689.33,460689,300,104.153229,30.817402,500,,
126.460690.31,460690,60,104.143563,30.80985,500,,
126.460690.32,460690,180,104.143563,30.80985,500,,
126.460690.33,460690,300,104.143563,30.80985,500,,
126.460692.2,460692,180,104.13982,30.8032,500,,
126.460692.31,460692,0,104.139522,30.802832,500,,
126.460692.32,460692,180,104.139522,30.802832,500,,
126.460692.33,460692,0,104.139522,30.802832,500,,
126.460693.31,460693,60,104.145238,30.80366,500,,
126.460693.32,460693,180,104.145238,30.80366,500,,
126.460693.33,460693,300,104.145238,30.80366,500,,
126.460695.31,460695,60,104.201597,30.819227,500,,
126.460695.32,460695,180,104.201597,30.819227,500,,
126.460695.33,460695,300,104.201597,30.819227,500,,
126.460697.31,460697,60,104.173144,30.834714,500,,
126.460697.32,460697,180,104.173144,30.834714,500,,
126.460697.33,460697,300,104.173144,30.834714,500,,
126.460698.1,460698,,104.140037,30.843496,500,,
126.460698.2,460698,,104.140037,30.843496,500,,
126.460698.31,460698,0,104.140002,30.843438,500,,
126.460698.32,460698,180,104.140002,30.843438,500,,
126.460698.33,460698,0,104.140002,30.843438,500,,
126.460699.1,460699,20,104.129185,30.784608,500,,
126.460699.2,460699,160,104.129185,30.784608,500,,
126.460699.3,460699,240,104.129185,30.784608,500,,
126.460699.31,460699,20,104.129185,30.784608,500,,
126.460699.32,460699,160,104.129185,30.784608,500,,
126.460699.33,460699,240,104.129185,30.784608,500,,
126.460700.1,460700,60,104.13589,30.78105,500,,
126.460700.2,460700,180,104.13589,30.78105,500,,
126.460700.31,460700,60,104.136012,30.781155,500,,
126.460700.32,460700,180,104.136012,30.781155,500,,
126.460700.33,460700,0,104.136012,30.781155,500,,
126.460701.31,460701,60,104.147847,30.77812,500,,
126.460701.32,460701,150,104.147847,30.77812,500,,
126.460701.33,460701,330,104.147847,30.77812,500,,
126.460702.2,460702,180,104.18556,30.83052,500,,
126.460702.3,460702,300,104.18556,30.83052,500,,
126.460702.31,460702,0,104.18556,30.83052,500,,
126.460702.32,460702,180,104.18556,30.83052,500,,
126.460702.33,460702,300,104.18556,30.83052,500,,
126.460702.34,460702,,104.18556,30.83052,500,,
126.460702.35,460702,,104.18556,30.83052,500,,
126.460702.36,460702,,104.18556,30.83052,500,,
126.460703.31,460703,60,104.150962,30.804955,500,,
126.460703.32,460703,180,104.150962,30.804955,500,,
126.460703.33,460703,300,104.150962,30.804955,500,,
126.460704.31,460704,60,104.15256,30.82918,500,,
126.460704.32,460704,180,104.15256,30.82918,500,,
126.460704.33,460704,300,104.15256,30.82918,500,,
126.460705.1,460705,0,104.1426,30.81638,500,,
126.460705.2,460705,180,104.1426,30.81638,500,,
126.460705.3,460705,0,104.1426,30.81638,500,,
126.460705.31,460705,0,104.143478,30.817218,500,,
126.460705.32,460705,180,104.143478,30.817218,500,,
126.460705.33,460705,0,104.143478,30.817218,500,,
126.460706.31,460706,60,104.146055,30.794588,500,,
126.460706.32,460706,180,104.146055,30.794588,500,,
126.460706.33,460706,300,104.146055,30.794588,500,,
126.460707.1,460707,60,104.13835,30.83168,500,,
126.460707.31,460707,60,104.13835,30.83168,500,,
126.460707.32,460707,0,104.13835,30.83168,500,,
126.460707.33,460707,0,104.13835,30.83168,500,,
126.460708.31,460708,60,104.1769,30.8042,500,,
126.460708.32,460708,180,104.1769,30.8042,500,,
126.460708.33,460708,300,104.1769,30.8042,500,,
126.460709.31,460709,30,104.169405,30.81073,500,,
126.460709.32,460709,200,104.169405,30.81073,500,,
126.460709.33,460709,290,104.169405,30.81073,500,,
126.460710.31,460710,60,104.149452,30.81415,500,,
126.460710.32,460710,180,104.149452,30.81415,500,,
126.460710.33,460710,300,104.149452,30.81415,500,,
126.460711.31,460711,60,104.168478,30.794195,500,,
126.460711.32,460711,180,104.168478,30.794195,500,,
126.460711.33,460711,300,104.168478,30.794195,500,,
126.460712.31,460712,60,104.163865,30.819187,500,,
126.460712.32,460712,180,104.163865,30.819187,500,,
126.460712.33,460712,300,104.163865,30.819187,500,,
126.460713.31,460713,60,104.166462,30.835657,500,,
126.460713.32,460713,180,104.166462,30.835657,500,,
126.460713.33,460713,300,104.166462,30.835657,500,,
126.460714.31,460714,0,104.170228,30.822658,500,,
126.460714.32,460714,120,104.170228,30.822658,500,,
126.460714.33,460714,240,104.170228,30.822658,500,,
126.460754.1,460754,,104.20751,30.58185,500,,
126.460754.2,460754,,104.20751,30.58185,500,,
126.460754.31,460754,60,104.207052,30.58273,500,,
126.460754.32,460754,180,104.207052,30.58273,500,,
126.460754.33,460754,0,104.207052,30.58273,500,,
126.460754.34,460754,60,104.207052,30.58273,500,,
126.460754.35,460754,180,104.207052,30.58273,500,,
126.460754.36,460754,0,104.207052,30.58273,500,,
126.460756.31,460756,60,104.139985,30.783341,500,,
126.460756.32,460756,180,104.139985,30.783341,500,,
126.460756.33,460756,300,104.139985,30.783341,500,,
126.460762.1,460762,0,104.239147,30.532234,500,,
126.460762.2,460762,120,104.239147,30.532234,500,,
126.460762.3,460762,0,104.239147,30.532234,500,,
126.460762.31,460762,0,104.239172,30.532185,500,,
126.460762.32,460762,120,104.239172,30.532185,500,,
126.460762.33,460762,0,104.239172,30.532185,500,,
126.460762.34,460762,,104.239147,30.532234,500,,
126.460762.35,460762,,104.239147,30.532234,500,,
126.460762.36,460762,,104.239147,30.532234,500,,
126.460767.31,460767,20,104.181855,30.58664,500,,
126.460767.32,460767,0,104.181855,30.58664,500,,
126.460767.33,460767,0,104.181855,30.58664,500,,
126.460768.31,460768,0,104.2,30.7223,500,,
126.460768.32,460768,120,104.2,30.7223,500,,
126.460768.33,460768,240,104.2,30.7223,500,,
126.460773.1,460773,60,104.23528,30.52945,500,,
126.460773.2,460773,180,104.23528,30.52945,500,,
126.460773.3,460773,,104.23528,30.52945,500,,
126.460773.31,460773,60,104.23543,30.529673,500,,
126.460773.32,460773,180,104.23543,30.529673,500,,
126.460773.33,460773,0,104.23543,30.529673,500,,
126.460773.34,460773,,104.23528,30.52945,500,,
126.460773.35,460773,,104.23528,30.52945,500,,
126.460779.31,460779,60,103.95471,30.60043,500,,
126.460779.32,460779,180,103.95471,30.60043,500,,
126.460779.33,460779,300,103.95471,30.60043,500,,
126.460780.2,460780,100,104.172655,30.828661,500,,
126.460780.31,460780,0,104.172655,30.828661,500,,
126.460780.32,460780,100,104.172655,30.828661,500,,
126.460780.33,460780,0,104.172655,30.828661,500,,
126.460781.31,460781,70,104.15286,30.84026,500,,
126.460781.32,460781,250,104.15286,30.84026,500,,
126.460781.33,460781,340,104.15286,30.84026,500,,
126.460782.31,460782,3,103.92714,30.547672,500,,
126.460782.32,460782,3,103.92714,30.547672,500,,
126.460782.33,460782,3,103.92714,30.547672,500,,
126.460783.1,460783,60,104.18068,30.8309,500,,
126.460783.3,460783,300,104.18068,30.8309,500,,
126.460783.31,460783,60,104.18068,30.8309,500,,
126.460783.32,460783,0,104.18068,30.8309,500,,
126.460783.33,460783,300,104.18068,30.8309,500,,
126.460795.31,460795,100,104.156737,30.805428,500,,
126.460795.32,460795,230,104.156737,30.805428,500,,
126.460795.33,460795,340,104.156737,30.805428,500,,
126.460797.31,460797,35,104.251365,30.545553,500,,
126.460797.32,460797,140,104.251365,30.545553,500,,
126.460797.33,460797,240,104.251365,30.545553,500,,
126.460818.31,460818,10,103.93349,30.73269,500,,
126.460818.32,460818,180,103.93349,30.73269,500,,
126.460819.31,460819,90,104.001,30.7849,500,,
126.460819.32,460819,260,104.001,30.7849,500,,
126.460819.33,460819,330,104.001,30.7849,500,,
126.460821.31,460821,150,103.971497,30.798827,500,,
126.460821.32,460821,250,103.971497,30.798827,500,,
126.460821.33,460821,350,103.971497,30.798827,500,,
126.460822.3,460822,,103.966,30.795,500,,
126.460822.31,460822,100,103.965703,30.794432,500,,
126.460822.32,460822,230,103.965703,30.794432,500,,
126.460822.33,460822,340,103.965703,30.794432,500,,
126.460827.31,460827,30,103.9259,30.61001,500,,
126.460827.32,460827,150,103.9259,30.61001,500,,
126.460827.33,460827,270,103.9259,30.61001,500,,
126.460828.31,460828,90,103.89456,30.57515,500,,
126.460828.32,460828,200,103.89456,30.57515,500,,
126.460828.33,460828,310,103.89456,30.57515,500,,
126.460829.31,460829,0,104.226495,30.57164,500,,
126.460829.32,460829,120,104.226495,30.57164,500,,
126.460829.33,460829,240,104.226495,30.57164,500,,
126.460829.34,460829,0,104.226495,30.57164,500,,
126.460829.35,460829,120,104.226495,30.57164,500,,
126.460829.36,460829,240,104.226495,30.57164,500,,
126.460831.31,460831,30,104.24924,30.5745,500,,
126.460831.32,460831,210,104.24924,30.5745,500,,
126.460831.33,460831,0,104.24924,30.5745,500,,
126.460831.34,460831,30,104.24924,30.5745,500,,
126.460832.31,460832,0,104.15903,30.82251,500,,
126.460832.32,460832,130,104.15903,30.82251,500,,
126.460832.33,460832,250,104.15903,30.82251,500,,
126.460837.31,460837,0,103.93295,30.72518,500,,
126.460837.32,460837,185,103.93295,30.72518,500,,
126.460837.33,460837,280,103.93295,30.72518,500,,
126.460843.31,460843,0,103.933055,30.666388,500,,
126.460843.32,460843,160,103.933055,30.666388,500,,
126.460843.33,460843,260,103.933055,30.666388,500,,
126.460847.31,460847,60,104.194573,30.561562,500,,
126.460847.32,460847,180,104.194573,30.561562,500,,
126.460847.33,460847,300,104.194573,30.561562,500,,
126.460847.34,460847,60,104.194573,30.561562,500,,
126.460847.35,460847,180,104.194573,30.561562,500,,
126.460847.36,460847,300,104.194573,30.561562,500,,
126.460848.31,460848,60,104.17712,30.561845,500,,
126.460848.32,460848,180,104.17712,30.561845,500,,
126.460848.33,460848,300,104.17712,30.561845,500,,
126.460849.31,460849,60,104.186505,30.562242,500,,
126.460849.32,460849,180,104.186505,30.562242,500,,
126.460849.33,460849,300,104.186505,30.562242,500,,
126.460850.31,460850,60,104.236782,30.54183,500,,
126.460850.32,460850,180,104.236782,30.54183,500,,
126.460850.33,460850,300,104.236782,30.54183,500,,
126.460850.34,460850,60,104.236782,30.54183,500,,
126.460850.35,460850,180,104.236782,30.54183,500,,
126.460850.36,460850,300,104.236782,30.54183,500,,
126.460851.31,460851,60,104.227733,30.534648,500,,
126.460851.32,460851,180,104.227733,30.534648,500,,
126.460851.33,460851,300,104.227733,30.534648,500,,
126.460852.31,460852,60,104.16409,30.55551,500,,
126.460852.32,460852,180,104.16409,30.55551,500,,
126.460852.33,460852,300,104.16409,30.55551,500,,
126.460853.31,460853,60,104.180867,30.546368,500,,
126.460853.32,460853,180,104.180867,30.546368,500,,
126.460853.33,460853,300,104.180867,30.546368,500,,
126.460854.31,460854,60,104.204808,30.535082,500,,
126.460854.32,460854,180,104.204808,30.535082,500,,
126.460854.33,460854,300,104.204808,30.535082,500,,
126.460855.2,460855,180,104.169896,30.575395,500,,
126.460855.31,460855,0,104.169896,30.575395,500,,
126.460855.32,460855,180,104.169896,30.575395,500,,
126.460855.33,460855,0,104.169896,30.575395,500,,
126.460856.31,460856,60,104.187252,30.540653,500,,
126.460856.32,460856,180,104.187252,30.540653,500,,
126.460856.33,460856,300,104.187252,30.540653,500,,
126.460857.31,460857,60,104.2052,30.52459,500,,
126.460857.32,460857,180,104.2052,30.52459,500,,
126.460857.33,460857,300,104.2052,30.52459,500,,
126.460857.34,460857,60,104.2052,30.52459,500,,
126.460857.35,460857,180,104.2052,30.52459,500,,
126.460857.36,460857,300,104.2052,30.52459,500,,
126.460859.31,460859,60,104.172278,30.567937,500,,
126.460859.32,460859,180,104.172278,30.567937,500,,
126.460859.33,460859,300,104.172278,30.567937,500,,
126.460860.31,460860,100,103.904162,30.53847,500,,
126.460860.32,460860,230,103.904162,30.53847,500,,
126.460860.33,460860,340,103.904162,30.53847,500,,
126.460866.31,460866,60,104.178154,30.543643,500,,
126.460866.32,460866,180,104.178154,30.543643,500,,
126.460866.33,460866,300,104.178154,30.543643,500,,
126.460874.1,460874,0,103.91197,30.586628,500,,
126.460874.31,460874,0,103.911973,30.586605,500,,
126.460874.32,460874,0,103.911973,30.586605,500,,
126.460874.33,460874,0,103.911973,30.586605,500,,
126.460875.31,460875,60,103.901145,30.588453,500,,
126.460875.32,460875,180,103.901145,30.588453,500,,
126.460875.33,460875,300,103.901145,30.588453,500,,
126.460876.31,460876,60,103.906342,30.588738,500,,
126.460876.32,460876,180,103.906342,30.588738,500,,
126.460876.33,460876,300,103.906342,30.588738,500,,
126.460878.31,460878,60,103.86944,30.676675,500,,
126.460878.32,460878,180,103.86944,30.676675,500,,
126.460878.33,460878,300,103.86944,30.676675,500,,
126.460880.1,460880,60,104.287833,30.596778,500,,
126.460880.31,460880,60,104.287755,30.596763,500,,
126.460880.32,460880,180,104.287755,30.596763,500,,
126.460880.33,460880,300,104.287755,30.596763,500,,
126.460884.2,460884,220,104.18687,30.83723,500,,
126.460884.31,460884,100,104.18699,30.837162,500,,
126.460884.32,460884,220,104.18699,30.837162,500,,
126.460884.33,460884,340,104.18699,30.837162,500,,
126.460887.1,460887,50,104.17592,30.81036,500,,
126.460887.2,460887,150,104.17592,30.81036,500,,
126.460887.3,460887,230,104.17592,30.81036,500,,
126.460887.31,460887,320,104.175538,30.810415,500,,
126.460887.32,460887,150,104.175538,30.810415,500,,
126.460887.33,460887,230,104.175538,30.810415,500,,
126.460891.31,460891,20,104.244907,30.55103,500,,
126.460891.32,460891,140,104.244907,30.55103,500,,
126.460891.33,460891,260,104.244907,30.55103,500,,
126.460891.34,460891,20,104.244907,30.55103,500,,
126.460891.35,460891,140,104.244907,30.55103,500,,
126.460891.36,460891,260,104.244907,30.55103,500,,
126.460892.3,460892,290,104.27322,30.54843,500,,
126.460892.31,460892,0,104.27322,30.54843,500,,
126.460892.32,460892,0,104.27322,30.54843,500,,
126.460892.33,460892,290,104.27322,30.54843,500,,
126.460907.31,460907,60,104.158625,30.829552,500,,
126.460907.32,460907,180,104.158625,30.829552,500,,
126.460907.33,460907,300,104.158625,30.829552,500,,
126.460910.31,460910,70,103.881913,30.676758,500,,
126.460910.32,460910,190,103.881913,30.676758,500,,
126.460910.33,460910,310,103.881913,30.676758,500,,
126.460911.3,460911,300,104.13139,30.78021,500,,
126.460911.31,460911,0,104.13139,30.78021,500,,
126.460911.32,460911,0,104.13139,30.78021,500,,
126.460911.33,460911,300,104.13139,30.78021,500,,
126.460912.31,460912,80,104.15186,30.82148,500,,
126.460912.32,460912,200,104.15186,30.82148,500,,
126.460912.33,460912,340,104.15186,30.82148,500,,
126.460913.31,460913,30,104.155313,30.826444,500,,
126.460913.32,460913,150,104.155313,30.826444,500,,
126.460913.33,460913,250,104.155313,30.826444,500,,
126.460914.1,460914,,104.27467,30.57006,500,,
126.460914.2,460914,180,104.27467,30.57006,500,,
126.460914.3,460914,,104.27467,30.57006,500,,
126.460914.35,460914,,104.27467,30.57006,500,,
126.460915.1,460915,60,104.19081,30.826147,500,,
126.460915.2,460915,,104.19081,30.826147,500,,
126.460915.3,460915,,104.19081,30.826147,500,,
126.460915.31,460915,60,104.19081,30.826147,500,,
126.460915.32,460915,0,104.19081,30.826147,500,,
126.460915.33,460915,0,104.19081,30.826147,500,,
126.460917.2,460917,150,104.1921,30.82207,500,,
126.460917.31,460917,60,104.19215,30.822128,500,,
126.460917.32,460917,150,104.19215,30.822128,500,,
126.460917.33,460917,250,104.19215,30.822128,500,,
126.460921.31,460921,60,104.133023,30.816658,500,,
126.460921.32,460921,180,104.133023,30.816658,500,,
126.460921.33,460921,300,104.133023,30.816658,500,,
126.460922.31,460922,30,103.948377,30.602593,500,,
126.460922.32,460922,150,103.948377,30.602593,500,,
126.460922.33,460922,300,103.948377,30.602593,500,,
126.460924.31,460924,40,103.882415,30.681298,500,,
126.460924.32,460924,180,103.882415,30.681298,500,,
126.460924.33,460924,280,103.882415,30.681298,500,,
126.460928.31,460928,60,103.87244,30.685652,500,,
126.460928.32,460928,200,103.87244,30.685652,500,,
126.460928.33,460928,330,103.87244,30.685652,500,,
126.460929.31,460929,40,104.245462,30.595722,500,,
126.460929.32,460929,160,104.245462,30.595722,500,,
126.460929.33,460929,260,104.245462,30.595722,500,,
126.460937.31,460937,80,103.929,30.7057,500,,
126.460937.32,460937,210,103.929,30.7057,500,,
126.460937.33,460937,330,103.929,30.7057,500,,
126.460942.31,460942,60,104.18119,30.79724,500,,
126.460942.32,460942,180,104.18119,30.79724,500,,
126.460942.33,460942,300,104.18119,30.79724,500,,
126.460946.1,460946,0,103.947,30.7261,500,,
126.460946.2,460946,0,103.947,30.7261,500,,
126.460946.3,460946,300,103.947,30.7261,500,,
126.460946.31,460946,0,103.947003,30.726155,500,,
126.460946.32,460946,0,103.947003,30.726155,500,,
126.460946.33,460946,300,103.947003,30.726155,500,,
126.460948.2,460948,240,104.18522,30.83438,500,,
126.460948.31,460948,0,104.18522,30.83438,500,,
126.460948.32,460948,240,104.18522,30.83438,500,,
126.460948.33,460948,0,104.18522,30.83438,500,,
126.460949.31,460949,60,103.888555,30.588163,500,,
126.460949.32,460949,180,103.888555,30.588163,500,,
126.460949.33,460949,300,103.888555,30.588163,500,,
126.460952.31,460952,70,104.187277,30.826823,500,,
126.460952.32,460952,210,104.187277,30.826823,500,,
126.460952.33,460952,330,104.187277,30.826823,500,,
126.460959.31,460959,140,103.926878,30.5753,500,,
126.460961.2,460961,160,103.92,30.6955,500,,
126.460961.31,460961,0,103.919778,30.696513,500,,
126.460961.32,460961,160,103.919778,30.696513,500,,
126.460961.33,460961,0,103.919778,30.696513,500,,
126.460962.31,460962,60,103.909,30.6781,500,,
126.460962.32,460962,180,103.909,30.6781,500,,
126.460962.33,460962,300,103.909,30.6781,500,,
126.460963.1,460963,0,103.916518,30.686891,500,,
126.460963.2,460963,180,103.916518,30.686891,500,,
126.460963.3,460963,300,103.916518,30.686891,500,,
126.460963.31,460963,0,103.916518,30.686891,500,,
126.460963.32,460963,180,103.916518,30.686891,500,,
126.460963.33,460963,300,103.916518,30.686891,500,,
126.460963.34,460963,,103.916518,30.686891,500,,
126.460963.35,460963,,103.916518,30.686891,500,,
126.460963.36,460963,,103.916518,30.686891,500,,
126.460964.31,460964,80,103.91349,30.6802,500,,
126.460964.32,460964,185,103.91349,30.6802,500,,
126.460964.33,460964,300,103.91349,30.6802,500,,
126.460965.31,460965,60,103.92345,30.6973,500,,
126.460965.32,460965,180,103.92345,30.6973,500,,
126.460965.33,460965,300,103.92345,30.6973,500,,
