小区标识,所属eNodeB标识,天线方向角,经度,纬度,距离(米),B经度,B纬度
126.460966.31,460966,80,103.927926,30.673641,500,,
126.460966.32,460966,200,103.927926,30.673641,500,,
126.460966.33,460966,300,103.927926,30.673641,500,,
126.460967.31,460967,60,104.071198,30.791307,500,,
126.460967.32,460967,180,104.071198,30.791307,500,,
126.460967.33,460967,300,104.071198,30.791307,500,,
126.460969.31,460969,30,104.080814,30.794313,500,,
126.460969.32,460969,110,104.080814,30.794313,500,,
126.460969.33,460969,230,104.080814,30.794313,500,,
126.460970.31,460970,50,104.07111,30.7989,500,,
126.460970.32,460970,140,104.07111,30.7989,500,,
126.460970.33,460970,240,104.07111,30.7989,500,,
126.460971.31,460971,0,104.05061,30.7916,500,,
126.460971.32,460971,120,104.05061,30.7916,500,,
126.460971.33,460971,240,104.05061,30.7916,500,,
126.460972.31,460972,60,104.086138,30.7956,500,,
126.460972.32,460972,180,104.086138,30.7956,500,,
126.460972.33,460972,300,104.086138,30.7956,500,,
126.460973.31,460973,60,104.180272,30.556275,500,,
126.460973.32,460973,180,104.180272,30.556275,500,,
126.460973.33,460973,300,104.180272,30.556275,500,,
126.460979.31,460979,60,104.122,30.5517,500,,
126.460979.32,460979,180,104.122,30.5517,500,,
126.460979.33,460979,300,104.122,30.5517,500,,
126.460980.31,460980,60,104.102257,30.516718,500,,
126.460980.32,460980,180,104.102257,30.516718,500,,
126.460980.33,460980,300,104.102257,30.516718,500,,
126.460981.33,460981,300,104.177,30.5147,500,,
126.460982.31,460982,60,104.202,30.5077,500,,
126.460982.32,460982,180,104.202,30.5077,500,,
126.460982.33,460982,300,104.202,30.5077,500,,
126.460983.31,460983,60,104.102,30.5069,500,,
126.460983.32,460983,180,104.102,30.5069,500,,
126.460983.33,460983,300,104.102,30.5069,500,,
126.460984.2,460984,,104.122577,30.522388,500,,
126.460984.31,460984,60,104.122577,30.522388,500,,
126.460984.32,460984,180,104.122577,30.522388,500,,
126.460984.33,460984,300,104.122577,30.522388,500,,
126.460985.31,460985,60,104.144997,30.530405,500,,
126.460985.32,460985,180,104.144997,30.530405,500,,
126.460985.33,460985,300,104.144997,30.530405,500,,
126.460986.1,460986,40,103.882018,30.5304,500,,
126.460986.2,460986,,103.882018,30.5304,500,,
126.460986.31,460986,40,103.883963,30.533083,500,,
126.460986.32,460986,130,103.883963,30.533083,500,,
126.460987.31,460987,60,104.083537,30.486123,500,,
126.460987.32,460987,180,104.083537,30.486123,500,,
126.460987.33,460987,300,104.083537,30.486123,500,,
126.460988.31,460988,60,103.997378,30.522048,500,,
126.460988.32,460988,180,103.997378,30.522048,500,,
126.460988.33,460988,300,103.997378,30.522048,500,,
126.460989.31,460989,80,103.94684,30.494454,500,,
126.460989.32,460989,180,103.94684,30.494454,500,,
126.460989.33,460989,300,103.94684,30.494454,500,,
126.460990.1,460990,60,103.971056,30.537428,500,,
126.460990.2,460990,180,103.971056,30.537428,500,,
126.460990.3,460990,300,103.971056,30.537428,500,,
126.460990.31,460990,60,103.971023,30.537387,500,,
126.460990.32,460990,180,103.971023,30.537387,500,,
126.460990.33,460990,300,103.971023,30.537387,500,,
126.460992.31,460992,60,103.95737,30.5143,500,,
126.460992.32,460992,180,103.95737,30.5143,500,,
126.460992.33,460992,300,103.95737,30.5143,500,,
126.460993.31,460993,60,104.111,30.4908,500,,
126.460993.32,460993,180,104.111,30.4908,500,,
126.460993.33,460993,300,104.111,30.4908,500,,
126.460994.31,460994,60,104.140523,30.559045,500,,
126.460994.32,460994,180,104.140523,30.559045,500,,
126.460994.33,460994,300,104.140523,30.559045,500,,
126.460995.31,460995,60,104.110442,30.546198,500,,
126.460995.32,460995,180,104.110442,30.546198,500,,
126.460995.33,460995,300,104.110442,30.546198,500,,
126.460996.31,460996,60,103.963487,30.540803,500,,
126.460996.32,460996,180,103.963487,30.540803,500,,
126.460996.33,460996,300,103.963487,30.540803,500,,
126.460997.31,460997,60,103.994988,30.520212,500,,
126.460997.32,460997,180,103.994988,30.520212,500,,
126.460997.33,460997,300,103.994988,30.520212,500,,
126.460998.31,460998,60,103.900918,30.529052,500,,
126.460998.32,460998,180,103.900918,30.529052,500,,
126.460998.33,460998,300,103.900918,30.529052,500,,
126.460999.31,460999,60,103.87746,30.5664,500,,
126.460999.32,460999,180,103.87746,30.5664,500,,
126.460999.33,460999,300,103.87746,30.5664,500,,
126.461000.31,461000,60,103.869992,30.555845,500,,
126.461000.32,461000,180,103.869992,30.555845,500,,
126.461000.33,461000,300,103.869992,30.555845,500,,
126.461001.31,461001,60,104.212671,30.517755,500,,
126.461001.32,461001,180,104.212671,30.517755,500,,
126.461001.33,461001,300,104.212671,30.517755,500,,
126.461002.31,461002,60,104.203622,30.51191,500,,
126.461002.32,461002,180,104.203622,30.51191,500,,
126.461002.33,461002,300,104.203622,30.51191,500,,
126.461003.31,461003,60,104.182,30.5346,500,,
126.461003.32,461003,180,104.182,30.5346,500,,
126.461003.33,461003,300,104.182,30.5346,500,,
126.461004.31,461004,60,103.98442,30.5309,500,,
126.461004.32,461004,180,103.98442,30.5309,500,,
126.461004.33,461004,300,103.98442,30.5309,500,,
126.461005.31,461005,80,104.092308,30.484282,500,,
126.461005.32,461005,180,104.092308,30.484282,500,,
126.461005.33,461005,280,104.092308,30.484282,500,,
126.461006.31,461006,60,103.896547,30.54099,500,,
126.461006.32,461006,180,103.896547,30.54099,500,,
126.461006.33,461006,300,103.896547,30.54099,500,,
126.461007.31,461007,60,103.907,30.5187,500,,
126.461007.32,461007,180,103.907,30.5187,500,,
126.461007.33,461007,300,103.907,30.5187,500,,
126.461008.31,461008,10,103.924747,30.517685,500,,
126.461008.32,461008,130,103.924747,30.517685,500,,
126.461008.33,461008,250,103.924747,30.517685,500,,
126.461009.31,461009,35,103.993388,30.533063,500,,
126.461009.32,461009,90,103.993388,30.533063,500,,
126.461009.33,461009,225,103.993388,30.533063,500,,
126.461010.31,461010,30,103.9759,30.51298,500,,
126.461010.32,461010,150,103.9759,30.51298,500,,
126.461010.33,461010,270,103.9759,30.51298,500,,
126.461011.31,461011,60,103.9893,30.4764,500,,
126.461011.32,461011,180,103.9893,30.4764,500,,
126.461011.33,461011,310,103.9893,30.4764,500,,
126.461012.31,461012,20,104.084873,30.47823,500,,
126.461012.32,461012,120,104.084873,30.47823,500,,
126.461012.33,461012,260,104.084873,30.47823,500,,
126.461013.31,461013,60,103.968767,30.49376,500,,
126.461013.32,461013,160,103.968767,30.49376,500,,
126.461013.33,461013,320,103.968767,30.49376,500,,
126.461014.31,461014,60,103.899008,30.518805,500,,
126.461014.32,461014,160,103.899008,30.518805,500,,
126.461014.33,461014,260,103.899008,30.518805,500,,
126.461016.1,461016,,103.975411,30.479099,500,,
126.461016.31,461016,60,103.975392,30.47911,500,,
126.461016.32,461016,180,103.975392,30.47911,500,,
126.461016.33,461016,300,103.975392,30.47911,500,,
126.461017.3,461017,260,103.88421,30.57243,500,,
126.461017.31,461017,0,103.884203,30.572483,500,,
126.461017.32,461017,0,103.884203,30.572483,500,,
126.461017.33,461017,260,103.884203,30.572483,500,,
126.461019.31,461019,100,103.99995,30.488277,500,,
126.461019.32,461019,220,103.99995,30.488277,500,,
126.461019.33,461019,340,103.99995,30.488277,500,,
126.461020.31,461020,20,103.995338,30.498245,500,,
126.461020.32,461020,120,103.995338,30.498245,500,,
126.461020.33,461020,200,103.995338,30.498245,500,,
126.461021.3,461021,340,103.981368,30.541479,500,,
126.461021.31,461021,0,103.981388,30.541448,500,,
126.461021.32,461021,0,103.981388,30.541448,500,,
126.461021.33,461021,340,103.981388,30.541448,500,,
126.461021.34,461021,,103.981368,30.541479,500,,
126.461021.35,461021,,103.981368,30.541479,500,,
126.461021.36,461021,,103.981368,30.541479,500,,
126.461022.31,461022,140,103.979343,30.479652,500,,
126.461022.32,461022,260,103.979343,30.479652,500,,
126.461022.33,461022,350,103.979343,30.479652,500,,
126.461024.31,461024,70,104.001802,30.52147,500,,
126.461024.32,461024,160,104.001802,30.52147,500,,
126.461024.33,461024,320,104.001802,30.52147,500,,
126.461025.1,461025,60,103.98944,30.51398,500,,
126.461025.2,461025,125,103.98944,30.51398,500,,
126.461025.31,461025,60,103.98944,30.51398,500,,
126.461025.32,461025,125,103.98944,30.51398,500,,
126.461025.33,461025,0,103.98944,30.51398,500,,
126.461026.31,461026,40,104.094767,30.486282,500,,
126.461026.32,461026,120,104.094767,30.486282,500,,
126.461026.33,461026,260,104.094767,30.486282,500,,
126.461027.31,461027,60,103.961,30.5531,500,,
126.461027.32,461027,180,103.961,30.5531,500,,
126.461027.33,461027,300,103.961,30.5531,500,,
126.461029.31,461029,90,103.908707,30.529837,500,,
126.461029.32,461029,210,103.908707,30.529837,500,,
126.461029.33,461029,330,103.908707,30.529837,500,,
126.461030.31,461030,60,103.951253,30.504323,500,,
126.461030.32,461030,180,103.951253,30.504323,500,,
126.461030.33,461030,300,103.951253,30.504323,500,,
126.461031.31,461031,20,104.016995,30.490268,500,,
126.461031.32,461031,140,104.016995,30.490268,500,,
126.461031.33,461031,260,104.016995,30.490268,500,,
126.461034.31,461034,80,104.203767,30.500868,500,,
126.461034.32,461034,210,104.203767,30.500868,500,,
126.461034.33,461034,320,104.203767,30.500868,500,,
126.461035.31,461035,160,103.897108,30.509463,500,,
126.461035.32,461035,250,103.897108,30.509463,500,,
126.461035.33,461035,330,103.897108,30.509463,500,,
126.461036.31,461036,60,103.938383,30.538198,500,,
126.461036.32,461036,150,103.938383,30.538198,500,,
126.461036.33,461036,240,103.938383,30.538198,500,,
126.461037.31,461037,10,103.97989,30.496858,500,,
126.461037.32,461037,130,103.97989,30.496858,500,,
126.461037.33,461037,250,103.97989,30.496858,500,,
126.461038.31,461038,25,103.985868,30.504842,500,,
126.461038.32,461038,145,103.985868,30.504842,500,,
126.461038.33,461038,265,103.985868,30.504842,500,,
126.461039.31,461039,25,103.981978,30.507053,500,,
126.461039.32,461039,205,103.981978,30.507053,500,,
126.461039.33,461039,295,103.981978,30.507053,500,,
126.461040.31,461040,10,103.9864,30.52206,500,,
126.461040.32,461040,130,103.9864,30.52206,500,,
126.461040.33,461040,250,103.9864,30.52206,500,,
126.461041.31,461041,50,103.980968,30.476282,500,,
126.461041.32,461041,180,103.980968,30.476282,500,,
126.461041.33,461041,280,103.980968,30.476282,500,,
126.461043.31,461043,25,103.977275,30.511918,500,,
126.461043.32,461043,145,103.977275,30.511918,500,,
126.461043.33,461043,265,103.977275,30.511918,500,,
126.461044.31,461044,25,103.98072,30.51268,500,,
126.461044.32,461044,145,103.98072,30.51268,500,,
126.461044.33,461044,265,103.98072,30.51268,500,,
126.461045.31,461045,60,103.964603,30.520028,500,,
126.461045.32,461045,180,103.964603,30.520028,500,,
126.461045.33,461045,300,103.964603,30.520028,500,,
126.461046.31,461046,100,104.208637,30.610508,500,,
126.461046.32,461046,300,104.208637,30.610508,500,,
126.461047.31,461047,60,104.198402,30.601156,500,,
126.461047.32,461047,180,104.198402,30.601156,500,,
126.461047.33,461047,300,104.198402,30.601156,500,,
126.461048.31,461048,100,104.217308,30.615575,500,,
126.461048.32,461048,220,104.217308,30.615575,500,,
126.461048.33,461048,340,104.217308,30.615575,500,,
126.461049.31,461049,60,103.978595,30.81046,500,,
126.461049.32,461049,180,103.978595,30.81046,500,,
126.461049.33,461049,300,103.978595,30.81046,500,,
126.461050.31,461050,60,104.035477,30.786177,500,,
126.461050.32,461050,180,104.035477,30.786177,500,,
126.461050.33,461050,300,104.035477,30.786177,500,,
126.461051.31,461051,60,104.02601,30.787852,500,,
126.461051.32,461051,180,104.02601,30.787852,500,,
126.461051.33,461051,300,104.02601,30.787852,500,,
126.461052.31,461052,60,103.998218,30.792853,500,,
126.461052.32,461052,180,103.998218,30.792853,500,,
126.461052.33,461052,300,103.998218,30.792853,500,,
126.461053.31,461053,60,103.976672,30.818211,500,,
126.461053.32,461053,180,103.976672,30.818211,500,,
126.461053.33,461053,300,103.976672,30.818211,500,,
126.461054.1,461054,60,103.985363,30.821762,500,,
126.461054.2,461054,180,103.985363,30.821762,500,,
126.461054.3,461054,300,103.985363,30.821762,500,,
126.461054.31,461054,60,103.985397,30.821753,500,,
126.461054.32,461054,180,103.985397,30.821753,500,,
126.461054.33,461054,300,103.985397,30.821753,500,,
126.461054.34,461054,60,103.985397,30.821753,500,,
126.461054.35,461054,180,103.985397,30.821753,500,,
126.461054.36,461054,300,103.985397,30.821753,500,,
126.461055.31,461055,60,104.03785,30.7986,500,,
126.461055.32,461055,180,104.03785,30.7986,500,,
126.461055.33,461055,300,104.03785,30.7986,500,,
126.461056.31,461056,30,104.108095,30.814632,500,,
126.461056.32,461056,180,104.108095,30.814632,500,,
126.461056.33,461056,300,104.108095,30.814632,500,,
126.461057.31,461057,0,104.062996,30.8209,500,,
126.461057.32,461057,90,104.062996,30.8209,500,,
126.461057.33,461057,180,104.062996,30.8209,500,,
126.461058.31,461058,0,104.076125,30.8078,500,,
126.461058.32,461058,180,104.076125,30.8078,500,,
126.461058.33,461058,270,104.076125,30.8078,500,,
126.461059.31,461059,0,104.024332,30.820318,500,,
126.461059.32,461059,120,104.024332,30.820318,500,,
126.461059.33,461059,240,104.024332,30.820318,500,,
126.461060.31,461060,60,104.048143,30.79554,500,,
126.461060.32,461060,180,104.048143,30.79554,500,,
126.461060.33,461060,300,104.048143,30.79554,500,,
126.461061.31,461061,60,104.03526,30.8101,500,,
126.461061.32,461061,270,104.03526,30.8101,500,,
126.461061.33,461061,330,104.03526,30.8101,500,,
126.461062.31,461062,30,104.097233,30.8201,500,,
126.461062.32,461062,180,104.097233,30.8201,500,,
126.461062.33,461062,300,104.097233,30.8201,500,,
126.461063.31,461063,60,104.06974,30.817963,500,,
126.461063.32,461063,180,104.06974,30.817963,500,,
126.461063.33,461063,300,104.06974,30.817963,500,,
126.461064.31,461064,0,103.980032,30.826143,500,,
126.461064.32,461064,180,103.980032,30.826143,500,,
126.461064.33,461064,300,103.980032,30.826143,500,,
126.461064.34,461064,0,103.980032,30.826143,500,,
126.461064.35,461064,180,103.980032,30.826143,500,,
126.461064.36,461064,300,103.980032,30.826143,500,,
126.461064.61,461064,0,103.97999,30.82615,500,,
126.461064.62,461064,180,103.97999,30.82615,500,,
126.461064.63,461064,300,103.97999,30.82615,500,,
126.461065.31,461065,60,103.966802,30.834103,500,,
126.461065.32,461065,180,103.966802,30.834103,500,,
126.461065.33,461065,300,103.966802,30.834103,500,,
126.461066.31,461066,60,103.982723,30.829196,500,,
126.461066.32,461066,180,103.982723,30.829196,500,,
126.461066.33,461066,300,103.982723,30.829196,500,,
126.461066.34,461066,60,103.982723,30.829196,500,,
126.461066.35,461066,180,103.982723,30.829196,500,,
126.461066.36,461066,300,103.982723,30.829196,500,,
126.461067.31,461067,60,103.955572,30.823275,500,,
126.461067.32,461067,180,103.955572,30.823275,500,,
126.461067.33,461067,300,103.955572,30.823275,500,,
126.461068.31,461068,30,104.01363,30.8273,500,,
126.461068.32,461068,150,104.01363,30.8273,500,,
126.461068.33,461068,240,104.01363,30.8273,500,,
126.461069.31,461069,30,104.05273,30.8055,500,,
126.461069.32,461069,180,104.05273,30.8055,500,,
126.461069.33,461069,270,104.05273,30.8055,500,,
126.461070.31,461070,60,104.046691,30.7892,500,,
126.461070.32,461070,180,104.046691,30.7892,500,,
126.461070.33,461070,300,104.046691,30.7892,500,,
126.461071.1,461071,110,103.983949,30.820721,500,,
126.461071.2,461071,210,103.983949,30.820721,500,,
126.461071.3,461071,320,103.983949,30.820721,500,,
126.461071.31,461071,110,103.984023,30.820667,500,,
126.461071.32,461071,210,103.984023,30.820667,500,,
126.461071.33,461071,320,103.984023,30.820667,500,,
126.461071.34,461071,110,103.984023,30.820667,500,,
126.461071.35,461071,210,103.984023,30.820667,500,,
126.461071.36,461071,320,103.984023,30.820667,500,,
126.461072.31,461072,90,104.082222,30.82033,500,,
126.461072.32,461072,200,104.082222,30.82033,500,,
126.461072.33,461072,330,104.082222,30.82033,500,,
126.461073.31,461073,20,103.952482,30.82898,500,,
126.461073.32,461073,140,103.952482,30.82898,500,,
126.461073.33,461073,260,103.952482,30.82898,500,,
126.461075.1,461075,0,103.990052,30.821598,500,,
126.461075.2,461075,0,103.990052,30.821598,500,,
126.461075.31,461075,0,103.990048,30.821585,500,,
126.461075.32,461075,0,103.990048,30.821585,500,,
126.461075.33,461075,240,103.990048,30.821585,500,,
126.461075.34,461075,0,103.990048,30.821585,500,,
126.461075.35,461075,0,103.990048,30.821585,500,,
126.461075.36,461075,240,103.990048,30.821585,500,,
126.461076.31,461076,0,103.986317,30.825495,500,,
126.461076.32,461076,160,103.986317,30.825495,500,,
126.461076.33,461076,0,103.986317,30.825495,500,,
126.461076.34,461076,0,103.986317,30.825495,500,,
126.461076.35,461076,160,103.986317,30.825495,500,,
126.461076.36,461076,0,103.986317,30.825495,500,,
126.461076.61,461076,0,103.986,30.8255,500,,
126.461076.62,461076,160,103.986,30.8255,500,,
126.461076.63,461076,0,103.986,30.8255,500,,
126.461077.31,461077,5,103.954853,30.835835,500,,
126.461077.32,461077,150,103.954853,30.835835,500,,
126.461077.33,461077,250,103.954853,30.835835,500,,
126.461078.31,461078,30,104.02956,30.816083,500,,
126.461078.32,461078,180,104.02956,30.816083,500,,
126.461078.33,461078,300,104.02956,30.816083,500,,
126.461079.31,461079,90,104.02565,30.8035,500,,
126.461079.32,461079,210,104.02565,30.8035,500,,
126.461079.33,461079,320,104.02565,30.8035,500,,
126.461080.31,461080,0,103.985438,30.824735,500,,
126.461080.32,461080,240,103.985438,30.824735,500,,
126.461080.33,461080,0,103.985438,30.824735,500,,
126.461080.34,461080,0,103.985438,30.824735,500,,
126.461080.35,461080,240,103.985438,30.824735,500,,
126.461080.36,461080,0,103.985438,30.824735,500,,
126.461081.31,461081,0,103.983,30.8265,500,,
126.461081.32,461081,0,103.983,30.8265,500,,
126.461081.33,461081,320,103.983,30.8265,500,,
126.461081.34,461081,0,103.983,30.8265,500,,
126.461081.35,461081,0,103.983,30.8265,500,,
126.461081.36,461081,320,103.983,30.8265,500,,
126.461081.61,461081,0,103.983,30.8265,500,,
126.461081.62,461081,0,103.983,30.8265,500,,
126.461081.63,461081,320,103.983,30.8265,500,,
126.461082.31,461082,20,103.968663,30.81292,500,,
126.461082.32,461082,190,103.968663,30.81292,500,,
126.461082.33,461082,320,103.968663,30.81292,500,,
126.461083.31,461083,100,104.037365,30.7886,500,,
